"MOD_CAP","TRAIN","FULL_CAP"
"cfl yellow peak cap",0,"Cfl Yellow Peak cap 💛🧢
#soldaf #customglass #peakcap #bubblecap #handmade #glass #carbcap #bubblecaps #glassart #glassofig #glassporn #puffcopeak #contemporaryart #oprahsbookclub #puffco #710 #710society #vapeit #headyglass #glasslife #420 #art #artlife #dab #dablife #dabstagram #dabbingdaily #heady #jng #jngstudios"
"edit sold icy 10mm klein saletrade 225 obo",0,"Edit: SOLD @the_heffalump Icy ❄️ 10mm Klein for Sale/Trade ($225 obo) #TheHeffaLump #HeffaLumpGlass
#GlassForSale #GlassForTrade
#BoroForSale #HeadyGlass"
"dusted graphic design skills whipped batch stickers want come piece mine cop hit dm ill send 5 6 doll hairs shipping included also huge shout killing show memphis wednesday night didnt get good pics copped tshirt hittahhh dont know theo favor check standup podcast gang gang",0,"Dusted off some of my graphic design skills and whipped up a batch of stickers. Want some? They come with any piece of mine you cop or hit the dm and I'll send you 5 for 6 doll hairs (shipping included).
.
.
.
Also huge shout out to @theovon for killing it at his show in Memphis Wednesday night. Didn't get any good pics but copped that t-shirt hittahhh. If you don't know of Theo do yourself a favor and check out his standup or podcast @thispastweekend_ and @kingandthesting . Gang gang!
.
.
.
#smeezglass #glassofig #stickersofig #ganggang #theovon #ratking #heady #headyglass #headyart #oprahswookclub #art #handmade #glass #boro #society #glassforsale"
"bubblecap fits 2530mm flat tops",0,"@charlieshawglass bubblecap. Fits 25-30mm flat tops. #charlieshawglass #teamsizelove #bubblecap #fume #fumetech #grail #torograil #qcb #evanshore"
"treasure hunt giveaway waiting first springs local reach top castle know know pretty cool spot say least lil lizards dope fun comment found one love",0,"✨✨Treasure Hunt Giveaway✨✨
#GhostFaceDabber waiting there for the first Springs local to reach the top of the ""Castle"" If you know you know. Pretty cool spot to say the least. The lil lizards are dope too. Have fun! Comment if found. One Love! 🌊⛅ #BrainFreeZeBoro 
#Colorado #ColoradoSprings #Glass #CarbCap #Art #GlassArt #GlassofIG #DabbersofIG #GlassDabber #HeadyArt #DabbersDaily #GlassGiveaway #710Life #DrippyLife #WeDrippyMane #710 #420 #DabLife #Borosilicate #BoroLife #Dabber #GlassForFree #TopShelfLife #HeadyGlass #KeepItGlassy #StayHeady #Colorado"
"im example candle lit life electric relaxation brain trampled devotion remote control channel changin something provoked whole globe lower expectations damn whats wrong generation cream crop seems weve robbed thats happens trade dreams job eyedea",0,"""I'm an example of a candle lit life
with electric relaxation, brain trampled by devotion
to remote control channel changin
something provoked the whole globe to lower expectations
damn, what's wrong with my generation? we was the cream of the crop but it seems we've been robbed
that's what happens when you trade in all your dreams for a job"" -EYEDEA 📸 @kellieabate
~~~~~~~~~~~~~~~~~~~~~~~~
#irieglassart #glass #glassblowing #glasslife #glassofig #flameworking #glassartist #pipemaker #glass_of_ig #710society #dabbersdaily #headyart #headyglass #eyedea #inspirationalquotes #grinding #hustle #selfmotivation #selfmotivated #believeinyourself"
"finishing orders week",0,"Finishing up some orders this week 🤙"
"sold hand held fractal projecting made one favorite last batch created together honestly believe still available perfect festivals ready project rainbows day night full reactivity honored offer piece beautiful day presented fresh flow thanks looking always rules easy starts 100 bid increments 10 ends call 15 shipping usa paypal venmo google wallet ready end auction payment must ready auction end flakes bid deleters blocked winner flakes runner expected honor bid within 24 hours please keep comments bids positively comments etc deleted brought dm nonauction post thank",0,"✴️SOLD✴️ On this hand held fractal projecting #kaleidoscope that I made with @katiediditglass 🌈 This was one of my favorite in the last batch that we created together and I honestly can’t believe it is still available. Perfect for festivals and ready to project rainbows in the day and #illuminate the night with @northstarglass #illumanati With FULL #UV reactivity!!! 🌈
We are honored to offer this piece of  #psychedelic #artglass to you on this beautiful day presented with a fresh flow from #ChiefRockaKarma🙏🏻
🌈
Thanks for looking as always #KarmaTribe!
🌈
Rules are easy:
⚡️Starts at $100
⚡️ Bid in increments of $10+
⚡️ Ends when I call it
⚡️$15 shipping (USA)
⚡️PayPal, Venmo or Google Wallet ready at end of auction
⚡️Payment MUST be ready at AUCTION END! Flakes & bid deleters will be blocked. If winner flakes runner up will be expected to honor bid within 24 hours.
⚡️ Please keep comments to bids and positively only, all other comments etc. will be deleted and can be brought to the DM or a non-auction post thank you
🔥🔥🔥
#glassblowing #art #headyart #karmaglass #glassforsale #rainbowart #eastcoastglass #bestofglass #gift #hiphop #marbles #psychadelicart  #karmaglass #glassofig #teleidoscope #rainbow #fractal #stainedglass #glassforsale #geometricart #musicfestival #glassart"
"last 3 bubble caps stock get 60 shipped remaining colors absolute heaters following colors hydra cfl terps cfl pastel potion also cfl last three bubble caps coming free shirt",0,"Last 3 @soup_glass bubble caps in stock! Get yours for only $60 shipped 🚚.. These remaining colors are absolute heaters! The following colors are Hydra (CFL), Terps (CFL) and Pastel Potion which is also CFL! 🙂... These last three bubble caps will be coming with a free @jurassicglassgallery shirt 🦖"
"auction closed 30mm fumed bubble cap pomegranate matching dabber color bamboo coral encapsulated artist starting bid 20 min increments 1 reserve place highest bidder wins add shipping fees good luck",0,"🚨Auction Closed🚨
This 30mm fumed bubble cap with Pomegranate and a matching dabber with the same color and Bamboo Coral encapsulated.
👉Artist @sailorsilica
👉Starting bid 20
👉Min increments $1+
👉No reserve in place
👉Highest bidder wins
👉Add shipping fees
🍀Good luck"
"lion pendant really like ns amber purple lion got dad jokes days thanks looking enjoy day",0,"Lion 🦁 Pendant 
I really like this NS Amber Purple and I’m not “lion”😂
I got dad jokes for days!
Thanks 🙏🏼 for looking and enjoy your day!
✌🏼
❤️
•
•
•
•
•
#headyglass #710 #headyart #420 #art #glasslove #glasslife #lampworking #glass_of_ig #lampwork #glassforsale #coe33 #heady #pendant #borosilicate #dabbersdaily #flameworking #dabber #handspun#positivevibes #hwy2glass#madeinamerica#handmade"
"last one incycler gonna put ove gone last uv incycler left gallery found new home wish well new adventures take new cohorts",0,"This is the last one! @theunaballer incycler! 
Just gonna put it ove here.... and its gone!
The last uv incycler has left the gallery and found a new home.
We wish it well in the new Adventures it will take its new cohorts. 
#dabbersdaily 
#710society 
#710 
#topshelflife 
#headies 
#highendglass 
#glassporn 
#glassforsale 
#thousanddollarsmoke 
#bestofglass 
#glassofig 
#headyglass 
#americanglass 
#oprahsbookclub 
#wisconsindabfam 
#highsociety
#dabporn 
#dabrigforsale
#glassart 
#rigsforsale
#rigs 
#glass
#headyart 
#hightimes
#highlife 
#artist 
#art
#aandzglass"
"kind giveaway gets glassblowers excited congrats 8k thanks opportunity win dreamy set",0,"The kind of giveaway that gets glassblowers excited! 
CONGRATS on the 8K @smith_custom_glass_tools ! Thanks for the opportunity to win this dreamy set 💗 #scgt8kgiveaway"
"challenging anyone sees",0,"Challenging anyone who sees this to a #stopdropandglob 😂
•
•
•
•
•
 #terps #710community #710 #dabs #fatdabs #meltshot #weed #headyglass #bongs #rigs #lowtemp #gramdab #shatter #bubblecap #shatterday #fire
#loud #vape #dabber #stoner #dabtime #dabaholic #dabhouse #dabsrus #stopdropandglob #goldendabs #onlysmokethefinest #420"
"good wash hard work crisp milkshake ipa",0,"Good to wash down hard work with a crisp milkshake IPA by @shadowpuppetbrewing #headyglass #dablife #dabsofig #lowtemp #waistittotasteit #bayareastoner #bayareadabbers
#topshelf #headyglass #ballersonly #headyart #topshelfglass #thousanddollarsmoke #bhombingamerica #dabsofig #dabstagram710 #dabaholic #dablife #topshelfdabs #boroforlife #weedReup #highlife
#FritzsThatDab #bestofglass #musicsavedmylife #dankfeed"
"silver strike 5 made vrhs 2018 love peice lowkey vibe full silver strike makes flow look clean",0,"silver strike 5 by @glassalchemy made by : Vrhs in 2018 . Love this peice has such a lowkey vibe and the full silver strike makes it flow and look so clean. 🤩👌 ."
"inserts bangers halen quartz neglassartcom free shipping",0,"Inserts and bangers by Halen Quartz ▪️NEGLASSART.COM Free Shipping▪️ #  @joelhalen #neglassart #halenquartz #joelhalen #americanquartz #glassporn #lowtempdabs #weedstagram #710 #solventless #bubblecap #quartzbanger #liveresin"
"crushed opal bullet bill inspired bubblecap headed thank support",0,"Crushed Opal Bullet Bill inspired bubblecap. Headed to @drugs_n_bass thank you for all your support !!
#bubblecap #bubblecapsofig #fun #oprahsbookclub #mario #mariobrother #bulletbill #snes #supermario #opal #crushedopal #dabstagram #weedstagram #weedstagram420 #420nurses #710 #dab #rosin #rosinpress #squish #squeze #grandpasglass #wiseassglass #kevin_whittaker"
"aladdin bowl robin williams tribute piece check killer deals oneofakind artwork",0,"Aladdin Bowl! Robin Williams Tribute Piece by @twistedinspirationglass 
#repost

Check out @xfadeglass @tucsontokers @xfadeauctions @xfadegallery for killer deals on one-of-a-kind artwork."
"lunch point today brought lol",0,"Lunch was on point today ;) brought to you by Me lol #photography #canonphotography #headyglass #dablife #dabsofig #lowtemp #waistittotasteit #bayareastoner #bayareadabbers
#topshelf #headyglass #ballersonly #headyart #topshelfglass #thousanddollarsmoke #bayareaphotographer #dabsofig #dabstagram710 #dabaholic #dablife #topshelfdabs #boroforlife #weedReup #highlife
#FritzsThatDab #bestofglass #musicsavedmylife #dankfeed"
"cap drop giveaway sold tag friend chance win free cap pick winner later week",0,"⚠️Cap drop and giveaway ⚠️ SOLD OUT.  tag a friend for a chance to win a free cap. I’ll pick a winner later this week 🤘#glassforsale #boro #borosilicate #spinnercap #rubypearl #headyart #binarybanger #weshouldsmoke #hightimes #dichro #el3ctrob #710"
"made bubble caps day turned pretty great im going put bigcartel available",0,"Made some bubble caps the other day that turned out pretty great.  I'm going to put a few up on bigcartel! These are all available!
.
.
.
#710 #heady #opal #implosion #headyglass #headyart #bubblecap #transparent #function #onpoint #classy #whowouldntwantthis #thatsaquote #stayglassy #skilletglass #glassblowharder #oprahsbookclub #thousanddollarsmoke #ohigho #glass4sale"
"retrograde",0,"Retrograde 
@trevymetal 
#retrograde #trevymetal #limitededition #art #artist #headyart #heady #realdabbedout #artistsoninstagram #hash #hashrosin #rosin #rosinrevolution #dabbersdaily #dabstagram #terps #terpenes #oprahsbookclub #oprahswookclub #dablife #fueledbythc #cannabis #cannabiscommunity #artwork #artofinstagram #710 #710society #solventlesshashoil #solventless #fridaze"
"really proud one hope enjoy much inspired amazing work",0,"I am really proud of this one! Hope you enjoy it as much as I do! Inspired by @takefumiomorigtf’s amazing work. #tiedye #tiedyeshirt #tiedyeclothes #hippiestyle #tiedyeart #grateful #hippieart #heady #headyart #peacefulart #color #colorful #rainbow #gratefuldead #festival #festivalwear #wearableart #handdyed #tiedye4life #dharmatradingco #gratefuldyes  #pleatedspiral #psychedelicart #psychedelic #anandadyes"
"bought new rig last night bubble cap collab",0,"Bought a new rig last night from @padd_glass 🔥 and a bubble cap collab between @padd_glass and @valtsglass ⛽🔥"
"wallpaper day wwwnaturalwarpcom",0,"Wallpaper of the Day #0001

www.naturalwarp.com

#psyfamily #psytrancefamily #psychedelictrance #fractal #trippyart #headyart #astral #connected #shamanism #mysticism #psychedelia #psychedelics #ethereal #celestial #galactic #visions #electricforest #galaxies #psyart #futuristic #visionaryart #shaman #ayahuasca #psytrance"
"sold flash vs noflash show tangie backing x collab fillacello pendant hit weekend schoop bad bish great price every piece purchase come buy get love free things",0,"SOLD. Flash vs no-flash to show off the tangie backing on the @andrewwarrenglass x @reedglass collab fillacello pendant. Hit me up this weekend to schoop this bad bish for a great price. And every piece you purchase will come with #freestuff the more you buy the more you get! who doesn’t love free things #wholesale #weekend #deals #glassmarket #glass_of_ig #glassofig #oprahswookclub #boromarket #bestofglass #glassforsale #headymarket #headyforsale #glass #glassart #heady #headyart #boroforsale #functionalglass #highendglass #pendantforsale #pendy #headypendant #420 #710  #forsale #cfl #filla #fillacello"
